ItemRelationshipID,First_Item_ID,First_Item_Name,Second_Item_ID,Second_Item_Name,Relation_ID,Relation,Erudite,InverseErudite,IsPalindromic,IsTransitiveClosureSafe
8291,11463,"Reye syndrome",9539,"Pancreatitis, acute",2,Cause-effect,"may cause","may be caused by",False,False
19784,12396,"Staphylococcus aureus",9663,Paronychia,2,Cause-effect,"may cause","may be caused by",False,False
21753,12396,"Staphylococcus aureus",9670,"Parotitis, acute",2,Cause-effect,"may cause","may be caused by",False,False
585,749,"Anorexia nervosa",9720,"Pathological fracture",2,Cause-effect,"may cause","may be caused by",False,False
1301,1791,Burns,9819,"Gastroduodenal ulcers",2,Cause-effect,"may cause","may be caused by",False,False
6633,9143,"Oculomucocutaneous syndrome",9820,Pericarditis,2,Cause-effect,"may cause","may be caused by",False,False
2228,3061,"Congenital muscular dystrophy, autosomal recessive",9849,"Peripheral demyelination",2,Cause-effect,"may cause","may be caused by",False,False
2113,2907,"Cockayne syndrome",9850,"Peripheral neuropathy",2,Cause-effect,"may cause","may be caused by",False,False
5259,7242,Lamivudine,9850,"Peripheral neuropathy",2,Cause-effect,"may cause","may be caused by",False,False
8714,12042,"Shy-Drager syndrome",9850,"Peripheral neuropathy",2,Cause-effect,"may cause","may be caused by",False,False
53462,12339,"Spinocerebellar ataxia",9850,"Peripheral neuropathy",2,Cause-effect,"may cause","may be caused by",False,False
9420,13005,Thalidomide,9850,"Peripheral neuropathy",2,Cause-effect,"may cause","may be caused by",False,False
11571,13005,Thalidomide,10020,Phocomelia,2,Cause-effect,"may cause","may be caused by",False,False
8955,12396,"Staphylococcus aureus",10166,Pneumonia,2,Cause-effect,"may cause","may be caused by",False,False
56120,12988,Testosterone,10295,Polycythaemia,2,Cause-effect,"may cause","may be caused by",False,False
41316,9775,Penicillamine,10343,Polymyositis,4,"Risk factor","is a risk factor for","has risk factors",False,False
23753,6029,"Human chorionic gonadotropin",10519,"Precocious puberty",2,Cause-effect,"may cause","may be caused by",False,False
2960,4068,Eclampsia,10589,"Premature labour and/or delivery",2,Cause-effect,"may cause","may be caused by",False,False
9896,13657,"Urinary tract infection",10589,"Premature labour and/or delivery",2,Cause-effect,"may cause","may be caused by",False,False
7336,10134,"Plummer-Vinson syndrome",10703,"Red cell production reduced",2,Cause-effect,"may cause","may be caused by",False,False
9144,12642,Sulphasalazine,10703,"Red cell production reduced",2,Cause-effect,"may cause","may be caused by",False,False
17958,3661,"Diabetes mellitus type 2",10751,Propranolol,10,Contraindication,"may contraindicate","may be contraindicated with",False,False
20695,12396,"Staphylococcus aureus",10801,Prostatitis,2,Cause-effect,"may cause","may be caused by",False,False
7947,10545,Pregnancy,10956,"Pulmonary embolism",4,"Risk factor","is a risk factor for","has risk factors",False,False
1753,2423,"Chlorine gas",11017,"Pulmonary oedema",2,Cause-effect,"may cause","may be caused by",False,False
8507,11765,Salmonella,11080,"Pyrexia of unknown origin",2,Cause-effect,"may cause","may be caused by",False,False
9897,13657,"Urinary tract infection",11080,"Pyrexia of unknown origin",2,Cause-effect,"may cause","may be caused by",False,False
586,749,"Anorexia nervosa",11104,"QT lengthening",2,Cause-effect,"may cause","may be caused by",False,False
8508,11765,Salmonella,11223,"Reiter syndrome",2,Cause-effect,"may cause","may be caused by",False,False
2961,4068,Eclampsia,11263,"Renal failure, acute",2,Cause-effect,"may cause","may be caused by",False,False
9550,13187,"Staphylococcal toxic shock syndrome",11263,"Renal failure, acute",2,Cause-effect,"may cause","may be caused by",False,False
2114,2907,"Cockayne syndrome",11416,"Retinal pathology",2,Cause-effect,"may cause","may be caused by",False,False
1302,1791,Burns,11472,Rhabdomyolysis,2,Cause-effect,"may cause","may be caused by",False,False
1303,1791,Burns,11855,"Red cell fragmentation",2,Cause-effect,"may cause","may be caused by",False,False
4418,6097,"Hydatidiform mole",11916,"Second trimester PV bleed",2,Cause-effect,"may cause","may be caused by",False,False
51858,29062,"Diamond-Blackfan anemia",203,"Acute myeloid leukemia",4,"Risk factor","is a risk factor for","has risk factors",False,False
39353,29519,"Kostmann disease",203,"Acute myeloid leukemia",4,"Risk factor","is a risk factor for","has risk factors",False,False
53785,30372,"Methylene blue",552,Amitriptyline,12,Interaction,"interacts with","interacts with",True,False
53786,30372,"Methylene blue",584,Amoxapine,12,Interaction,"interacts with","interacts with",True,False
23778,29062,"Diamond-Blackfan anemia",725,Anisocytosis,2,Cause-effect,"may cause","may be caused by",False,False
29799,30747,"Chlamydophila pneumoniae",1132,"Atypical pneumonia",2,Cause-effect,"may cause","may be caused by",False,False
31702,29273,"Ixodes ticks",1200,Babesiosis,18,Vector,"is a vector for","is vector borne by",False,False
20171,29193,Amylobarbitone,1231,Barbiturates,16,"Drug family","belongs to the drug family of","is the drug family of",False,False
19975,29158,"Clotting factor dysfunction or deficiency",1442,"Bleeding tendency",3,"Cause-effect child-parent (subtype)","is a subtype of","has subtype(s)",False,True
21001,29273,"Ixodes ticks",1531,"Borrelia burgdorferi",18,Vector,"is a vector for","is vector borne by",False,False
26029,29920,Atenolol,1715,Bronchospasm,2,Cause-effect,"may cause","may be caused by",False,False
53819,30372,"Methylene blue",1814,Buspirone,12,Interaction,"interacts with","interacts with",True,False
3879,29031,"Urate crystal arthropathy",2156,"Carpal tunnel syndrome",2,Cause-effect,"may cause","may be caused by",False,False
28795,29829,"Galactokinase deficiency",2179,Cataracts,2,Cause-effect,"may cause","may be caused by",False,False
26328,29956,Clomipramine,2549,"Cholestasis, intrahepatic",2,Cause-effect,"may cause","may be caused by",False,False
27313,30160,"Hibernian fever, familial",3067,Conjunctivitis,2,Cause-effect,"may cause","may be caused by",False,False
23014,29259,Thioguanine,3416,"Cytotoxic therapeutic agents",16,"Drug family","belongs to the drug family of","is the drug family of",False,False
26329,29956,Clomipramine,4328,Eosinophilia,2,Cause-effect,"may cause","may be caused by",False,False
27312,30160,"Hibernian fever, familial",4466,Erythema,2,Cause-effect,"may cause","may be caused by",False,False
36674,30485,Tromethamine,4610,Excipients,16,"Drug family","belongs to the drug family of","is the drug family of",False,False
53808,30372,"Methylene blue",4875,Fluoxetine,12,Interaction,"interacts with","interacts with",True,False
48318,30701,"Kasabach-Merritt syndrome",5534,"Haemolytic anaemia",2,Cause-effect,"may cause","may be caused by",False,False
26031,29920,Atenolol,5667,"High density lipoprotein levels low (plasma or serum)",2,Cause-effect,"may cause","may be caused by",False,False
48319,30701,"Kasabach-Merritt syndrome",5895,"Cardiac failure, high output",2,Cause-effect,"may cause","may be caused by",False,False
48835,29185,Rosoxacin,6234,Hyperglycaemia,2,Cause-effect,"may cause","may be caused by",False,False
57401,30183,Streptozocin,6234,Hyperglycaemia,2,Cause-effect,"may cause","may be caused by",False,False
48643,30165,Candesartan,6242,Hyperkalaemia,2,Cause-effect,"may cause","may be caused by",False,False
24096,29267,"XX male syndrome",6443,"Hypogonadic hypogonadism",2,Cause-effect,"may cause","may be caused by",False,False
19591,29122,"Hypokalaemic periodic paralysis, thyrotoxic",6445,Hypokalaemia,2,Cause-effect,"may cause","may be caused by",False,False
40686,29122,"Hypokalaemic periodic paralysis, thyrotoxic",6469,Hypomagnesemia,2,Cause-effect,"may cause","may be caused by",False,False
20341,29220,Pseudo-hyponatraemia,6483,Hyponatraemia,3,"Cause-effect child-parent (subtype)","is a subtype of","has subtype(s)",False,True
40685,29122,"Hypokalaemic periodic paralysis, thyrotoxic",6503,Hypophosphataemia,2,Cause-effect,"may cause","may be caused by",False,False
19623,29125,Sildenafil,6539,Hypotension,2,Cause-effect,"may cause","may be caused by",False,False
25332,29789,Moxonidine,6539,Hypotension,2,Cause-effect,"may cause","may be caused by",False,False
27368,30165,Candesartan,6539,Hypotension,2,Cause-effect,"may cause","may be caused by",False,False
28178,30342,Lisinopril,6539,Hypotension,2,Cause-effect,"may cause","may be caused by",False,False
32239,30576,Reboxetine,6539,Hypotension,2,Cause-effect,"may cause","may be caused by",False,False
53794,30372,"Methylene blue",6733,Imipramine,12,Interaction,"interacts with","interacts with",True,False
34998,29914,Hydrochlorothiazide,7518,Lithium,12,Interaction,"interacts with","interacts with",True,False
53796,30372,"Methylene blue",7587,Lofepramine,12,Interaction,"interacts with","interacts with",True,False
20997,29273,"Ixodes ticks",7591,"Louping ill",18,Vector,"is a vector for","is vector borne by",False,False
23777,29062,"Diamond-Blackfan anemia",7688,"Macrocytosis (erythrocyte)",2,Cause-effect,"may cause","may be caused by",False,False
53825,30372,"Methylene blue",8327,Moclobemide,12,Interaction,"interacts with","interacts with",True,False
51859,29062,"Diamond-Blackfan anemia",8604,"Myelodysplastic syndrome",4,"Risk factor","is a risk factor for","has risk factors",False,False
43900,29519,"Kostmann disease",8604,"Myelodysplastic syndrome",4,"Risk factor","is a risk factor for","has risk factors",False,False
25555,29853,"Homocysteine levels raised (plasma or serum)",8664,"Myocardial infarction",4,"Risk factor","is a risk factor for","has risk factors",False,False
28796,29829,"Galactokinase deficiency",8881,"Neonatal jaundice",2,Cause-effect,"may cause","may be caused by",False,False
22074,29412,"Congenital nephrotic syndrome",8905,"Nephrotic syndrome",2,Cause-effect,"may cause","may be caused by",False,False
33230,30646,Quetiapine,8975,"Antipsychotic agents",16,"Drug family","belongs to the drug family of","is the drug family of",False,False
10408,29031,"Urate crystal arthropathy",8995,Neutrophilia,2,Cause-effect,"may cause","may be caused by",False,False
22898,29526,Carmustine,9052,"Nitrosourea compounds",16,"Drug family","belongs to the drug family of","is the drug family of",False,False
28650,30285,Estramustine,9052,"Nitrosourea compounds",16,"Drug family","belongs to the drug family of","is the drug family of",False,False
21374,29323,"Cholestasis, extrahepatic",9121,"Cholestatic jaundice",3,"Cause-effect child-parent (subtype)","is a subtype of","has subtype(s)",False,True
51860,29062,"Diamond-Blackfan anemia",9392,Osteosarcoma,4,"Risk factor","is a risk factor for","has risk factors",False,False
23560,24342,"Penis pain",9503,Pain,3,"Cause-effect child-parent (subtype)","is a subtype of","has subtype(s)",False,True
53812,30372,"Methylene blue",9677,Paroxetine,12,Interaction,"interacts with","interacts with",True,False
26008,29917,Piroxicam,9819,"Gastroduodenal ulcers",2,Cause-effect,"may cause","may be caused by",False,False
53828,30372,"Methylene blue",9933,Phenelzine,12,Interaction,"interacts with","interacts with",True,False
46229,30866,Ajmaline,9947,Phenobarbital,12,Interaction,"interacts with","interacts with",True,False
51918,30499,Terazosin,10470,"Postural hypotension",2,Cause-effect,"may cause","may be caused by",False,False
26033,29920,Atenolol,10477,"Atrioventricular node conduction block",2,Cause-effect,"may cause","may be caused by",False,False
52128,29062,"Diamond-Blackfan anemia",10703,"Red cell production reduced",2,Cause-effect,"may cause","may be caused by",False,False
31704,29273,"Ixodes ticks",11093,"Q fever",18,Vector,"is a vector for","is vector borne by",False,False
28550,29956,Clomipramine,11104,"QT lengthening",2,Cause-effect,"may cause","may be caused by",False,False
46228,30866,Ajmaline,11106,Quinidine,12,Interaction,"interacts with","interacts with",True,False
57398,30183,Streptozocin,11263,"Renal failure, acute",2,Cause-effect,"may cause","may be caused by",False,False
52724,31064,Valacyclovir,11263,"Renal failure, acute",2,Cause-effect,"may cause","may be caused by",False,False
22077,29412,"Congenital nephrotic syndrome",11288,"Renal failure, chronic",2,Cause-effect,"may cause","may be caused by",False,False
32387,31281,"Retinal macroaneurysm",11416,"Retinal pathology",3,"Cause-effect child-parent (subtype)","is a subtype of","has subtype(s)",False,True
36034,30635,Atovaquone,11598,Rifabutin,12,Interaction,"interacts with","interacts with",True,False
35618,30635,Atovaquone,11603,Rifampicin,12,Interaction,"interacts with","interacts with",True,False
32561,29031,"Urate crystal arthropathy",11898,Scleritis,2,Cause-effect,"may cause","may be caused by",False,False
49158,32327,"Chromosome 15q deletion syndrome",712,"Angelman syndrome",26,"See also","see also","see also",True,False
39506,32795,"Short rib-polydactyly syndrome type 4",943,Ascites,2,Cause-effect,"may cause","may be caused by",False,False
54022,32394,"Renpenning syndrome 1",1089,"Atrial septal defect",2,Cause-effect,"may cause","may be caused by",False,False
37102,32238,"Ibritumomab tiuxetan",1715,Bronchospasm,2,Cause-effect,"may cause","may be caused by",False,False
43978,33564,"Epidermolysis bullosa simplex, Ogna type",1777,"Vesiculo-bullous rash",2,Cause-effect,"may cause","may be caused by",False,False
42479,33120,Telithromycin,1984,Carbamazepine,12,Interaction,"interacts with","interacts with",True,False
36173,32023,"Nance-Horan syndrome",2179,Cataracts,2,Cause-effect,"may cause","may be caused by",False,False
38077,32511,"Hyperferritinemia-cataract syndrome",2179,Cataracts,2,Cause-effect,"may cause","may be caused by",False,False
34434,31710,"Kimura disease",2303,"Cervical lymphadenopathy",2,Cause-effect,"may cause","may be caused by",False,False
36341,32063,"Hepatopulmonary syndrome",2729,"Cirrhosis of liver",6,Association,"is associated with","is associated with",True,False
38865,32666,"Brown-Vialetto-van Laere syndrome",2874,"Sensorineural hearing loss",2,Cause-effect,"may cause","may be caused by",False,False
38933,32680,"Cushing proximal symphalangism",3043,"Conductive hearing loss",2,Cause-effect,"may cause","may be caused by",False,False
38779,32652,"Dubowitz syndrome",3160,Craniosynostosis,2,Cause-effect,"may cause","may be caused by",False,False
53188,32394,"Renpenning syndrome 1",3218,"Cryptorchism (maldescended or ectopic testis)",2,Cause-effect,"may cause","may be caused by",False,False
36961,32203,"Kumlinge virus encephalitis",3231,"CSF lymphocytosis",2,Cause-effect,"may cause","may be caused by",False,False
44193,32809,Neurocysticercosis,3341,Cysticercosis,26,"See also","see also","see also",True,False
55930,32984,"Pentalogy of Cantrell",3374,"Cystic hygroma",4,"Risk factor","is a risk factor for","has risk factors",False,False
34435,31710,"Kimura disease",4328,Eosinophilia,2,Cause-effect,"may cause","may be caused by",False,False
42480,33120,Telithromycin,4420,Ergotamine,12,Interaction,"interacts with","interacts with",True,False
47321,32238,"Ibritumomab tiuxetan",4450,"Erythema multiforme",2,Cause-effect,"may cause","may be caused by",False,False
37468,32394,"Renpenning syndrome 1",4509,"Learning disability",2,Cause-effect,"may cause","may be caused by",False,False
37767,32456,"Young-Hughes syndrome",4509,"Learning disability",2,Cause-effect,"may cause","may be caused by",False,False
38598,32619,"Faciocardiorenal syndrome",4509,"Learning disability",2,Cause-effect,"may cause","may be caused by",False,False
38773,32652,"Dubowitz syndrome",4509,"Learning disability",2,Cause-effect,"may cause","may be caused by",False,False
38783,32653,"Bertini syndrome",4509,"Learning disability",2,Cause-effect,"may cause","may be caused by",False,False
45364,33821,"Chromosome 21 ring syndrome",4509,"Learning disability",2,Cause-effect,"may cause","may be caused by",False,False
46097,33652,Bucillamine,5245,Glomerulonephritis,2,Cause-effect,"may cause","may be caused by",False,False
35839,31956,"Hurthle cell adenoma",5332,Goitre,2,Cause-effect,"may cause","may be caused by",False,False
35355,31863,Peptostreptococcus,5403,"Gram positive cocci",2,Cause-effect,"may cause","may be caused by",False,False
38054,32507,"Acute infantile hemorrhagic oedema",5705,"Henoch-Schönlein purpura",26,"See also","see also","see also",True,False
36342,32063,"Hepatopulmonary syndrome",5728,"Hepatic failure",6,Association,"is associated with","is associated with",True,False
40339,32976,"Autonomic control, congenital failure of",5901,"Hirschsprung disease",6,Association,"is associated with","is associated with",True,False
32947,31377,"Subcutaneous fat necrosis of newborn",6196,Hypercalcaemia,2,Cause-effect,"may cause","may be caused by",False,False
40612,33030,"Struma ovarii",6348,Hyperthyroidism,2,Cause-effect,"may cause","may be caused by",False,False
56149,31417,"Sea blue histiocytosis",6372,Hypertriglyceridaemia,2,Cause-effect,"may cause","may be caused by",False,False
38777,32652,"Dubowitz syndrome",6426,Hypogammaglobulinaemia,2,Cause-effect,"may cause","may be caused by",False,False
38776,32652,"Dubowitz syndrome",6490,Hypoparathyroidism,2,Cause-effect,"may cause","may be caused by",False,False
34023,31608,Lofexidine,6539,Hypotension,2,Cause-effect,"may cause","may be caused by",False,False
33062,31404,"Brissaud syndrome type 1",6612,"Hypothyroidism, congenital",2,Cause-effect,"may cause","may be caused by",False,False
57886,31553,"Adolescent idiopathic scoliosis",6666,"Idiopathic spinal scoliosis",26,"See also","see also","see also",True,False
32647,31319,"Benign symmetrical lipomatosis of Madelung",7493,Lipoma,4,"Risk factor","is a risk factor for","has risk factors",False,False
35751,31940,"Doyne honeycomb choroiditis",7692,Maculopathy,2,Cause-effect,"may cause","may be caused by",False,False
38785,32653,"Bertini syndrome",7692,Maculopathy,2,Cause-effect,"may cause","may be caused by",False,False
43985,33565,"Plasmodium knowlesi",7728,Malaria,2,Cause-effect,"may cause","may be caused by",False,False
59088,33386,"Persistent vitelline duct",7903,"Meckel diverticulitis",2,Cause-effect,"may cause","may be caused by",False,False
42481,33120,Telithromycin,8205,Midazolam,12,Interaction,"interacts with","interacts with",True,False
44612,33679,"Ullrich congenital muscular dystrophy",8723,Myopathy,2,Cause-effect,"may cause","may be caused by",False,False
32722,31328,Rhinosporidiosis,8807,"Nasal polyps",2,Cause-effect,"may cause","may be caused by",False,False
37103,32238,"Ibritumomab tiuxetan",8994,Neutropenia,2,Cause-effect,"may cause","may be caused by",False,False
38775,32652,"Dubowitz syndrome",8994,Neutropenia,2,Cause-effect,"may cause","may be caused by",False,False
37766,32456,"Young-Hughes syndrome",9099,Obesity,2,Cause-effect,"may cause","may be caused by",False,False
32829,31345,"Schnitzler syndrome",9614,Paraproteinaemia,2,Cause-effect,"may cause","may be caused by",False,False
42483,33120,Telithromycin,9947,Phenobarbital,12,Interaction,"interacts with","interacts with",True,False
42482,33120,Telithromycin,9991,Phenytoin,12,Interaction,"interacts with","interacts with",True,False
49159,32327,"Chromosome 15q deletion syndrome",10481,"Prader-Willi syndrome",26,"See also","see also","see also",True,False
32827,31345,"Schnitzler syndrome",11080,"Pyrexia of unknown origin",2,Cause-effect,"may cause","may be caused by",False,False
33143,31421,"Angioimmunoblastic lymphadenopathy with dysproteinaemia",11080,"Pyrexia of unknown origin",2,Cause-effect,"may cause","may be caused by",False,False
35314,31522,"Xanthogranulomatous pyelonephritis",11346,Nephrolithiasis,6,Association,"is associated with","is associated with",True,False
42484,33120,Telithromycin,11603,Rifampicin,12,Interaction,"interacts with","interacts with",True,False
39554,32806,"Luder-Sheldon syndrome",11687,"Proximal renal tubular acidosis",2,Cause-effect,"may cause","may be caused by",False,False
51213,34697,"Leser-Trelat sign",58,"Acanthosis nigricans",6,Association,"is associated with","is associated with",True,False
64089,40727,"ANKRD26-related thrombocytopenia",203,"Acute myeloid leukemia",4,"Risk factor","is a risk factor for","has risk factors",False,False
49981,34159,"Ziprkowski-Adam syndrome",318,Albinism,2,Cause-effect,"may cause","may be caused by",False,False
53574,34977,"Pitt-Hopkins syndrome",406,"Respiratory alkalosis",2,Cause-effect,"may cause","may be caused by",False,False
57420,36354,"Generalized arterial calcification in infancy",1039,Atherosclerosis,4,"Risk factor","is a risk factor for","has risk factors",False,False
48888,34366,Meibomianitis,1455,Blepharitis,6,Association,"is associated with","is associated with",True,False
60775,37681,"Poikiloderma with neutropenia",1684,Bronchiectasis,2,Cause-effect,"may cause","may be caused by",False,False
60779,37681,"Poikiloderma with neutropenia",1896,"Calcinosis cutis",2,Cause-effect,"may cause","may be caused by",False,False
54303,35067,"Supravalvar aortic stenosis",2099,"Cardiac failure, left sided",2,Cause-effect,"may cause","may be caused by",False,False
52838,34600,Denosumab,2179,Cataracts,2,Cause-effect,"may cause","may be caused by",False,False
59575,36657,"Bosma arhinia microphthalmia syndrome",2179,Cataracts,2,Cause-effect,"may cause","may be caused by",False,False
92866,60838,"Saul-Wilson syndrome",2179,Cataracts,2,Cause-effect,"may cause","may be caused by",False,False
46498,33977,"Paraneoplastic cerebellar degeneration",2218,"Cerebellar syndrome",2,Cause-effect,"may cause","may be caused by",False,False
57737,36397,"3-beta-hydroxy-delta-5-C27-steroid oxidoreductase deficiency",2549,"Cholestasis, intrahepatic",2,Cause-effect,"may cause","may be caused by",False,False
64090,40727,"ANKRD26-related thrombocytopenia",2659,"Chronic myeloid leukaemia",4,"Risk factor","is a risk factor for","has risk factors",False,False
57738,36397,"3-beta-hydroxy-delta-5-C27-steroid oxidoreductase deficiency",2729,"Cirrhosis of liver",2,Cause-effect,"may cause","may be caused by",False,False
58912,36567,"Kaufman oculocerebrofacial syndrome",2860,"Optic nerve disorder",2,Cause-effect,"may cause","may be caused by",False,False
47608,34159,"Ziprkowski-Adam syndrome",2874,"Sensorineural hearing loss",2,Cause-effect,"may cause","may be caused by",False,False
53308,34781,"Succinyl-CoA synthetase deficiency",2874,"Sensorineural hearing loss",2,Cause-effect,"may cause","may be caused by",False,False
53059,34907,"Combined pituitary hormone deficiency 3 (LHX gene)",2874,"Sensorineural hearing loss",2,Cause-effect,"may cause","may be caused by",False,False
58916,36567,"Kaufman oculocerebrofacial syndrome",2874,"Sensorineural hearing loss",2,Cause-effect,"may cause","may be caused by",False,False
92863,60838,"Saul-Wilson syndrome",2874,"Sensorineural hearing loss",2,Cause-effect,"may cause","may be caused by",False,False
46827,34037,"Glossopharyngeal neuralgia",2875,"9th cranial nerve disorder",2,Cause-effect,"may cause","may be caused by",False,False
54834,35139,Teduglutide,2968,"Colonic villous adenomata",4,"Risk factor","is a risk factor for","has risk factors",False,False
47201,34098,Chromatopsia,2999,"Colour vision impairment",3,"Cause-effect child-parent (subtype)","is a subtype of","has subtype(s)",False,True
58915,36567,"Kaufman oculocerebrofacial syndrome",3043,"Conductive hearing loss",2,Cause-effect,"may cause","may be caused by",False,False
92864,60838,"Saul-Wilson syndrome",3043,"Conductive hearing loss",2,Cause-effect,"may cause","may be caused by",False,False
57265,36326,"3-Methylglutaconic aciduria type 5",3066,"Dilated cardiomyopathy",2,Cause-effect,"may cause","may be caused by",False,False
53580,34977,"Pitt-Hopkins syndrome",3080,Constipation,2,Cause-effect,"may cause","may be caused by",False,False
85366,34187,Cannabidiol,3742,Diarrhoea,2,Cause-effect,"may cause","may be caused by",False,False
53309,34781,"Succinyl-CoA synthetase deficiency",4509,"Learning disability",2,Cause-effect,"may cause","may be caused by",False,False
52031,34782,"Microcephaly, primary autosomal recessive, type 1",4509,"Learning disability",2,Cause-effect,"may cause","may be caused by",False,False
53573,34977,"Pitt-Hopkins syndrome",4509,"Learning disability",2,Cause-effect,"may cause","may be caused by",False,False
57328,36338,"Juberg-Hellman syndrome",4509,"Learning disability",2,Cause-effect,"may cause","may be caused by",False,False
58908,36567,"Kaufman oculocerebrofacial syndrome",4509,"Learning disability",2,Cause-effect,"may cause","may be caused by",False,False
89618,58803,"Gabriele-de Vries syndrome",4509,"Learning disability",2,Cause-effect,"may cause","may be caused by",False,False
47169,34095,"Talcum powder",4610,Excipients,16,"Drug family","belongs to the drug family of","is the drug family of",False,False
58900,36564,Etelcalcetide,6242,Hyperkalaemia,2,Cause-effect,"may cause","may be caused by",False,False
55592,35241,"Proprotein convertase 1/3 deficiency",6397,"Adrenal cortex insufficiency",2,Cause-effect,"may cause","may be caused by",False,False
53366,34600,Denosumab,6412,Hypocalcaemia,2,Cause-effect,"may cause","may be caused by",False,False
58899,36564,Etelcalcetide,6412,Hypocalcaemia,2,Cause-effect,"may cause","may be caused by",False,False
52530,34844,"48, XXYY aneuploidy",6443,"Hypogonadic hypogonadism",2,Cause-effect,"may cause","may be caused by",False,False
53056,34907,"Combined pituitary hormone deficiency 3 (LHX gene)",6444,"Hypogonadotrophic hypogonadism",2,Cause-effect,"may cause","may be caused by",False,False
55590,35241,"Proprotein convertase 1/3 deficiency",6444,"Hypogonadotrophic hypogonadism",2,Cause-effect,"may cause","may be caused by",False,False
59563,36657,"Bosma arhinia microphthalmia syndrome",6444,"Hypogonadotrophic hypogonadism",2,Cause-effect,"may cause","may be caused by",False,False
60778,37681,"Poikiloderma with neutropenia",6444,"Hypogonadotrophic hypogonadism",2,Cause-effect,"may cause","may be caused by",False,False
53365,34600,Denosumab,6503,Hypophosphataemia,2,Cause-effect,"may cause","may be caused by",False,False
59091,36564,Etelcalcetide,6503,Hypophosphataemia,2,Cause-effect,"may cause","may be caused by",False,False
53057,34907,"Combined pituitary hormone deficiency 3 (LHX gene)",6522,Hypopituitarism,2,Cause-effect,"may cause","may be caused by",False,False
53058,34907,"Combined pituitary hormone deficiency 3 (LHX gene)",6558,Hypothyroidism,2,Cause-effect,"may cause","may be caused by",False,False
54009,34782,"Microcephaly, primary autosomal recessive, type 1",6895,"Intrauterine growth retardation",2,Cause-effect,"may cause","may be caused by",False,False
89619,58803,"Gabriele-de Vries syndrome",6895,"Intrauterine growth retardation",2,Cause-effect,"may cause","may be caused by",False,False
47372,34120,"Kelley-Seegmiller syndrome",7415,"Lesch-Nyhan syndrome",20,Allelic,"may be allelic with","may be allelic with",True,False
54302,35067,"Supravalvar aortic stenosis",7659,"Left ventricular hypertrophy",2,Cause-effect,"may cause","may be caused by",False,False
97829,63997,Zanubrutinib,7678,Lymphocytosis,2,Cause-effect,"may cause","may be caused by",False,False
57736,36397,"3-beta-hydroxy-delta-5-C27-steroid oxidoreductase deficiency",7698,"Malabsorption syndrome",2,Cause-effect,"may cause","may be caused by",False,False
52531,34844,"48, XXYY aneuploidy",7772,"Male infertility",2,Cause-effect,"may cause","may be caused by",False,False
57267,36326,"3-Methylglutaconic aciduria type 5",8192,"Microcytosis (erythrocyte)",2,Cause-effect,"may cause","may be caused by",False,False
64088,40727,"ANKRD26-related thrombocytopenia",8604,"Myelodysplastic syndrome",4,"Risk factor","is a risk factor for","has risk factors",False,False
57282,36328,"T-cell immunodeficiency, congenital alopecia and nail dystrophy",8772,"Nail pitting",2,Cause-effect,"may cause","may be caused by",False,False
53950,34387,Eculizumab,8847,"Neisseria meningiditis",4,"Risk factor","is a risk factor for","has risk factors",False,False
57915,36423,Brexpiprazole,8975,"Antipsychotic agents",16,"Drug family","belongs to the drug family of","is the drug family of",False,False
52088,34791,Pralatrexate,8994,Neutropenia,2,Cause-effect,"may cause","may be caused by",False,False
52273,34812,Romidepsin,8994,Neutropenia,2,Cause-effect,"may cause","may be caused by",False,False
60772,37681,"Poikiloderma with neutropenia",8994,Neutropenia,2,Cause-effect,"may cause","may be caused by",False,False
97826,63997,Zanubrutinib,8994,Neutropenia,2,Cause-effect,"may cause","may be caused by",False,False
55589,35241,"Proprotein convertase 1/3 deficiency",9099,Obesity,2,Cause-effect,"may cause","may be caused by",False,False
51272,34704,"Familial horizontal gaze palsy with progressive scoliosis",9240,Ophthalmoplegia,2,Cause-effect,"may cause","may be caused by",False,False
52081,34212,Sitagliptin,9539,"Pancreatitis, acute",2,Cause-effect,"may cause","may be caused by",False,False
52089,34791,Pralatrexate,10703,"Red cell production reduced",2,Cause-effect,"may cause","may be caused by",False,False
52271,34812,Romidepsin,10703,"Red cell production reduced",2,Cause-effect,"may cause","may be caused by",False,False
55905,35277,"Coats plus syndrome",10703,"Red cell production reduced",2,Cause-effect,"may cause","may be caused by",False,False
57268,36326,"3-Methylglutaconic aciduria type 5",10703,"Red cell production reduced",2,Cause-effect,"may cause","may be caused by",False,False
97828,63997,Zanubrutinib,10703,"Red cell production reduced",2,Cause-effect,"may cause","may be caused by",False,False
47231,34103,Etonogestrel,10707,Progestagens,16,"Drug family","belongs to the drug family of","is the drug family of",False,False
57971,34909,Fingolimod,10718,"Progressive multifocal leucoencephalopathy",4,"Risk factor","is a risk factor for","has risk factors",False,False
57270,36326,"3-Methylglutaconic aciduria type 5",11104,"QT lengthening",2,Cause-effect,"may cause","may be caused by",False,False
55894,35277,"Coats plus syndrome",11417,"Retinal detachment",2,Cause-effect,"may cause","may be caused by",False,False
57278,36328,"T-cell immunodeficiency, congenital alopecia and nail dystrophy",11978,"Severe combined immune deficiency",2,Cause-effect,"may cause","may be caused by",False,False
23669,9476,"P wave inversion",1,"EKG abnormalities",0,Classification,"belong(s) to the category of","is the category containing",False,False
