ItemRelationshipID,First_Item_ID,First_Item_Name,Second_Item_ID,Second_Item_Name,Relation_ID,Relation,Erudite,InverseErudite,IsPalindromic,IsTransitiveClosureSafe
7729,171,"Acute intermittent porphyria",10657,Primidone,10,Contraindication,"may contraindicate","may be contraindicated with",False,False
154,195,"Acute lymphoblastic leukemia",10703,"Red cell production reduced",2,Cause-effect,"may cause","may be caused by",False,False
169,220,Acyclovir,10703,"Red cell production reduced",2,Cause-effect,"may cause","may be caused by",False,False
368,475,"Aluminium (dialysis related) toxicity",10703,"Red cell production reduced",2,Cause-effect,"may cause","may be caused by",False,False
101,114,"Growth hormone secreting pituitary adenoma",10825,"Proximal muscle weakness",2,Cause-effect,"may cause","may be caused by",False,False
139,171,"Acute intermittent porphyria",10825,"Proximal muscle weakness",2,Cause-effect,"may cause","may be caused by",False,False
274,325,Ethanol,10825,"Proximal muscle weakness",2,Cause-effect,"may cause","may be caused by",False,False
11387,295,"Adverse drug reaction",10829,"Pseudocholinesterase deficiency",26,"See also","see also","see also",True,False
102,114,"Growth hormone secreting pituitary adenoma",10832,"Pyrophosphate arthropathy",2,Cause-effect,"may cause","may be caused by",False,False
312,409,Alkaptonuria,10832,"Pyrophosphate arthropathy",2,Cause-effect,"may cause","may be caused by",False,False
364,472,"Shaver disease",10989,"Pulmonary fibrosis",2,Cause-effect,"may cause","may be caused by",False,False
48293,203,"Acute myeloid leukemia",11064,"Pyoderma gangrenosum",2,Cause-effect,"may cause","may be caused by",False,False
8009,171,"Acute intermittent porphyria",11068,Pyrazinamide,10,Contraindication,"may contraindicate","may be contraindicated with",False,False
117,145,Actinomycosis,11080,"Pyrexia of unknown origin",2,Cause-effect,"may cause","may be caused by",False,False
323,420,Allopurinol,11080,"Pyrexia of unknown origin",2,Cause-effect,"may cause","may be caused by",False,False
389,512,Aminoglutethimide,11080,"Pyrexia of unknown origin",2,Cause-effect,"may cause","may be caused by",False,False
275,325,Ethanol,11103,"QRS prolongation",2,Cause-effect,"may cause","may be caused by",False,False
353,454,"Alport syndrome",11288,"Renal failure, chronic",2,Cause-effect,"may cause","may be caused by",False,False
359,465,"Alström syndrome",11288,"Renal failure, chronic",2,Cause-effect,"may cause","may be caused by",False,False
240,318,Albinism,11416,"Retinal pathology",2,Cause-effect,"may cause","may be caused by",False,False
354,454,"Alport syndrome",11416,"Retinal pathology",2,Cause-effect,"may cause","may be caused by",False,False
23909,465,"Alström syndrome",11416,"Retinal pathology",2,Cause-effect,"may cause","may be caused by",False,False
14,17,Abetalipoproteinaemia,11429,"Retinitis pigmentosa",2,Cause-effect,"may cause","may be caused by",False,False
42266,465,"Alström syndrome",11429,"Retinitis pigmentosa",2,Cause-effect,"may cause","may be caused by",False,False
8395,171,"Acute intermittent porphyria",11603,Rifampicin,10,Contraindication,"may contraindicate","may be contraindicated with",False,False
47,64,Acetazolamide,11687,"Proximal renal tubular acidosis",2,Cause-effect,"may cause","may be caused by",False,False
43458,507,Amiloride,11705,"Hyperkalaemic distal renal tubular acidosis",2,Cause-effect,"may cause","may be caused by",False,False
41189,29,Miscarriage,11916,"Second trimester PV bleed",2,Cause-effect,"may cause","may be caused by",False,False
140,171,"Acute intermittent porphyria",11958,"Sensory neuropathy, peripheral",2,Cause-effect,"may cause","may be caused by",False,False
21191,260,"Adenosine deaminase deficiency",11978,"Severe combined immune deficiency",2,Cause-effect,"may cause","may be caused by",False,False
141,171,"Acute intermittent porphyria",12050,SIADH,2,Cause-effect,"may cause","may be caused by",False,False
18057,7034,"J waves (EKG)",1,"EKG abnormalities",3,"Cause-effect child-parent (subtype)","is a subtype of","has subtype(s)",False,True
1231,1684,Bronchiectasis,16,"AA amyloidosis",2,Cause-effect,"may cause","may be caused by",False,False
40090,4690,"Familial defective apolipoprotein B-100",17,Abetalipoproteinaemia,20,Allelic,"may be allelic with","may be allelic with",True,False
19715,6330,"Hypertension, systemic",40,"Placental abruption",4,"Risk factor","is a risk factor for","has risk factors",False,False
9979,13779,"VATER syndrome",54,"Radial hypoplasia",2,Cause-effect,"may cause","may be caused by",False,False
10782,3661,"Diabetes mellitus type 2",58,"Acanthosis nigricans",2,Cause-effect,"may cause","may be caused by",False,False
20322,8375,"Altitude sickness, acute",406,"Respiratory alkalosis",2,Cause-effect,"may cause","may be caused by",False,False
20318,22543,Meningoencephalitis,406,"Respiratory alkalosis",2,Cause-effect,"may cause","may be caused by",False,False
35032,11657,Ritonavir,519,Aminophylline,12,Interaction,"interacts with","interacts with",True,False
21644,25640,"PV bleeding",672,"Anemia secondary to blood loss",2,Cause-effect,"may cause","may be caused by",False,False
23446,10041,Pilocarpine,724,Anisocoria,2,Cause-effect,"may cause","may be caused by",False,False
11010,6330,"Hypertension, systemic",792,"Aortic aneurysm, abdominal",4,"Risk factor","is a risk factor for","has risk factors",False,False
11011,6330,"Hypertension, systemic",805,"Dissecting aortic aneurysm",4,"Risk factor","is a risk factor for","has risk factors",False,False
616,805,"Dissecting aortic aneurysm",829,"Aortic valve incompetence",2,Cause-effect,"may cause","may be caused by",False,False
43216,13223,"Toxoplasma, congenital",890,"Aqueduct of Sylvius stenosis",2,Cause-effect,"may cause","may be caused by",False,False
2161,2975,"Colorectal cancer",943,Ascites,2,Cause-effect,"may cause","may be caused by",False,False
812,1090,"Atrial septal defect (ostium primum)",1065,"Atrial fibrillation",2,Cause-effect,"may cause","may be caused by",False,False
29954,1065,"Atrial fibrillation",1072,"Atrial flutter",26,"See also","see also","see also",True,False
18184,1090,"Atrial septal defect (ostium primum)",1089,"Atrial septal defect",3,"Cause-effect child-parent (subtype)","is a subtype of","has subtype(s)",False,True
2659,3661,"Diabetes mellitus type 2",1173,"Autonomic neuropathy, peripheral",2,Cause-effect,"may cause","may be caused by",False,False
31504,3661,"Diabetes mellitus type 2",1174,"Aseptic necrosis of bone",2,Cause-effect,"may cause","may be caused by",False,False
51418,1460,"Blood transfusion and complications",1200,Babesiosis,18,Vector,"is a vector for","is vector borne by",False,False
11142,8231,Minocycline,1331,"Idiopathic intracranial hypertension",4,"Risk factor","is a risk factor for","has risk factors",False,False
42353,8935,Neuroblastoma,1517,"Bone lysis",2,Cause-effect,"may cause","may be caused by",False,False
10587,8397,"Multiple pregnancy",1631,"Breech presentation",4,"Risk factor","is a risk factor for","has risk factors",False,False
9517,13147,"Toluene di-isocyanate",1715,Bronchospasm,2,Cause-effect,"may cause","may be caused by",False,False
10562,1460,"Blood transfusion and complications",1716,Brucellosis,18,Vector,"is a vector for","is vector borne by",False,False
9854,13606,Urticaria,1777,"Vesiculo-bullous rash",2,Cause-effect,"may cause","may be caused by",False,False
20394,805,"Dissecting aortic aneurysm",2095,"Cardiac arrest",2,Cause-effect,"may cause","may be caused by",False,False
20510,8375,"Altitude sickness, acute",2114,"Cardiac failure, right sided",2,Cause-effect,"may cause","may be caused by",False,False
617,805,"Dissecting aortic aneurysm",2128,"Pericardial effusion",2,Cause-effect,"may cause","may be caused by",False,False
2402,3303,Cyclophosphamide,2137,Cardiomyopathy,2,Cause-effect,"may cause","may be caused by",False,False
2660,3661,"Diabetes mellitus type 2",2179,Cataracts,2,Cause-effect,"may cause","may be caused by",False,False
29022,12892,Tamoxifen,2179,Cataracts,2,Cause-effect,"may cause","may be caused by",False,False
9579,13223,"Toxoplasma, congenital",2179,Cataracts,2,Cause-effect,"may cause","may be caused by",False,False
24280,2975,"Colorectal cancer",2196,"Carcinoembryonic antigen levels raised (plasma or serum)",2,Cause-effect,"may cause","may be caused by",False,False
6063,8375,"Altitude sickness, acute",2227,"Cerebral oedema",2,Cause-effect,"may cause","may be caused by",False,False
9580,13223,"Toxoplasma, congenital",2232,"Cerebral palsy",2,Cause-effect,"may cause","may be caused by",False,False
618,805,"Dissecting aortic aneurysm",2247,"Cerebrovascular accident",2,Cause-effect,"may cause","may be caused by",False,False
20035,13223,"Toxoplasma, congenital",2613,Chorioretinitis,2,Cause-effect,"may cause","may be caused by",False,False
2661,3661,"Diabetes mellitus type 2",2704,"Chylomicron levels raised (plasma)",2,Cause-effect,"may cause","may be caused by",False,False
35091,11657,Ritonavir,2760,Cisapride,12,Interaction,"interacts with","interacts with",True,False
814,1090,"Atrial septal defect (ostium primum)",2847,"Digital clubbing",2,Cause-effect,"may cause","may be caused by",False,False
1232,1684,Bronchiectasis,2847,"Digital clubbing",2,Cause-effect,"may cause","may be caused by",False,False
5511,7607,"Lung abscess",2847,"Digital clubbing",2,Cause-effect,"may cause","may be caused by",False,False
7395,10220,"Polyarteritis nodosa",2847,"Digital clubbing",2,Cause-effect,"may cause","may be caused by",False,False
2662,3661,"Diabetes mellitus type 2",2861,"3rd cranial nerve disorder",2,Cause-effect,"may cause","may be caused by",False,False
45084,10049,"Pituitary apoplexy",2861,"3rd cranial nerve disorder",2,Cause-effect,"may cause","may be caused by",False,False
2663,3661,"Diabetes mellitus type 2",2866,"4th cranial nerve disorder",2,Cause-effect,"may cause","may be caused by",False,False
2664,3661,"Diabetes mellitus type 2",2868,"6th cranial nerve disorder",2,Cause-effect,"may cause","may be caused by",False,False
3267,4529,"Etacrynic acid",2874,"Sensorineural hearing loss",2,Cause-effect,"may cause","may be caused by",False,False
53006,7091,"Kallmann syndrome",2874,"Sensorineural hearing loss",2,Cause-effect,"may cause","may be caused by",False,False
10381,22543,Meningoencephalitis,2874,"Sensorineural hearing loss",2,Cause-effect,"may cause","may be caused by",False,False
5145,7091,"Kallmann syndrome",2999,"Colour vision impairment",2,Cause-effect,"may cause","may be caused by",False,False
35174,11657,Ritonavir,3000,"Combined oral contraceptive pill",12,Interaction,"interacts with","interacts with",True,False
2162,2975,"Colorectal cancer",3080,Constipation,2,Cause-effect,"may cause","may be caused by",False,False
7273,10036,Haemorrhoids,3080,Constipation,2,Cause-effect,"may cause","may be caused by",False,False
8099,11189,Rectocoele,3080,Constipation,2,Cause-effect,"may cause","may be caused by",False,False
10563,1460,"Blood transfusion and complications",3399,Cytomegalovirus,18,Vector,"is a vector for","is vector borne by",False,False
22579,8116,Methotrexate,3416,"Cytotoxic therapeutic agents",16,"Drug family","belongs to the drug family of","is the drug family of",False,False
2665,3661,"Diabetes mellitus type 2",3520,Dehydration,2,Cause-effect,"may cause","may be caused by",False,False
10373,22543,Meningoencephalitis,3638,"Diabetes insipidus, non-nephrogenic",2,Cause-effect,"may cause","may be caused by",False,False
2163,2975,"Colorectal cancer",3742,Diarrhoea,2,Cause-effect,"may cause","may be caused by",False,False
30572,24212,Parkinsonism,4015,Dysarthria,2,Cause-effect,"may cause","may be caused by",False,False
7060,9748,"Pelvic inflammatory disease",4017,Dysmenorrhoea,2,Cause-effect,"may cause","may be caused by",False,False
7061,9748,"Pelvic inflammatory disease",4021,Dyspareunia,2,Cause-effect,"may cause","may be caused by",False,False
10833,9748,"Pelvic inflammatory disease",4089,"Ectopic pregnancy",4,"Risk factor","is a risk factor for","has risk factors",False,False
5569,7683,"MacLeod syndrome",4190,"Emphysema, pulmonary",2,Cause-effect,"may cause","may be caused by",False,False
21726,1684,Bronchiectasis,4200,"Empyema, pleural",2,Cause-effect,"may cause","may be caused by",False,False
8962,12411,"Staphylococcus epidermidis",4224,Endocarditis,2,Cause-effect,"may cause","may be caused by",False,False
7396,10220,"Polyarteritis nodosa",4328,Eosinophilia,2,Cause-effect,"may cause","may be caused by",False,False
23838,10220,"Polyarteritis nodosa",4375,Episcleritis,2,Cause-effect,"may cause","may be caused by",False,False
51417,1460,"Blood transfusion and complications",4442,"Parvovirus B19 infection",18,Vector,"is a vector for","is vector borne by",False,False
9159,12668,Sulphonamides,4450,"Erythema multiforme",2,Cause-effect,"may cause","may be caused by",False,False
27284,13043,"Thrombophlebitis (superficial)",4466,Erythema,2,Cause-effect,"may cause","may be caused by",False,False
35163,11657,Ritonavir,4482,Erythromycin,12,Interaction,"interacts with","interacts with",True,False
6487,8937,"Neurofibromatosis type 1",4509,"Learning disability",2,Cause-effect,"may cause","may be caused by",False,False
44958,10049,"Pituitary apoplexy",4629,"External ophthalmoplegia",2,Cause-effect,"may cause","may be caused by",False,False
2666,3661,"Diabetes mellitus type 2",4786,"Female infertility",2,Cause-effect,"may cause","may be caused by",False,False
5146,7091,"Kallmann syndrome",4786,"Female infertility",2,Cause-effect,"may cause","may be caused by",False,False
7062,9748,"Pelvic inflammatory disease",4786,"Female infertility",2,Cause-effect,"may cause","may be caused by",False,False
23319,12668,Sulphonamides,4847,"Fixed drug eruption",2,Cause-effect,"may cause","may be caused by",False,False
2667,3661,"Diabetes mellitus type 2",5245,Glomerulonephritis,2,Cause-effect,"may cause","may be caused by",False,False
7397,10220,"Polyarteritis nodosa",5245,Glomerulonephritis,2,Cause-effect,"may cause","may be caused by",False,False
2668,3661,"Diabetes mellitus type 2",5323,Glycosuria,2,Cause-effect,"may cause","may be caused by",False,False
3066,4222,"Endemic goitre",5332,Goitre,2,Cause-effect,"may cause","may be caused by",False,False
5022,6933,"Iodine deficiency",5332,Goitre,2,Cause-effect,"may cause","may be caused by",False,False
9546,13184,"Toxic nodular goitre",5332,Goitre,2,Cause-effect,"may cause","may be caused by",False,False
8963,12411,"Staphylococcus epidermidis",5403,"Gram positive cocci",2,Cause-effect,"may cause","may be caused by",False,False
10941,5450,"Growth hormone releasing hormone",5444,"Growth hormone",26,"See also","see also","see also",True,False
50023,6155,"X-linked hyperimmunoglobulin M syndrome",5534,"Haemolytic anaemia",2,Cause-effect,"may cause","may be caused by",False,False
8937,12375,Splenomegaly,5534,"Haemolytic anaemia",2,Cause-effect,"may cause","may be caused by",False,False
9160,12668,Sulphonamides,5534,"Haemolytic anaemia",2,Cause-effect,"may cause","may be caused by",False,False
1233,1684,Bronchiectasis,5578,Haemoptysis,2,Cause-effect,"may cause","may be caused by",False,False
5512,7607,"Lung abscess",5578,Haemoptysis,2,Cause-effect,"may cause","may be caused by",False,False
24382,3661,"Diabetes mellitus type 2",5667,"High density lipoprotein levels low (plasma or serum)",2,Cause-effect,"may cause","may be caused by",False,False
59583,9793,Penicillin,5705,"Henoch-Schönlein purpura",4,"Risk factor","is a risk factor for","has risk factors",False,False
10567,1460,"Blood transfusion and complications",5765,"Hepatitis B",18,Vector,"is a vector for","is vector borne by",False,False
10568,1460,"Blood transfusion and complications",5783,"Hepatitis C",18,Vector,"is a vector for","is vector borne by",False,False
10974,2975,"Colorectal cancer",5887,Hiccups,2,Cause-effect,"may cause","may be caused by",False,False
10569,1460,"Blood transfusion and complications",5938,"HIV-1 disease",18,Vector,"is a vector for","is vector borne by",False,False
619,805,"Dissecting aortic aneurysm",6014,"Horner syndrome",2,Cause-effect,"may cause","may be caused by",False,False
21352,8937,"Neurofibromatosis type 1",6014,"Horner syndrome",2,Cause-effect,"may cause","may be caused by",False,False
10570,1460,"Blood transfusion and complications",6023,HTLV-1,18,Vector,"is a vector for","is vector borne by",False,False
20034,13223,"Toxoplasma, congenital",6123,Hydrocephalus,2,Cause-effect,"may cause","may be caused by",False,False
35308,13544,"Ureteric obstruction",6145,Hydronephrosis,3,"Cause-effect child-parent (subtype)","is a subtype of","has subtype(s)",False,True
2669,3661,"Diabetes mellitus type 2",6226,Hypercholesterolaemia,2,Cause-effect,"may cause","may be caused by",False,False
11159,8397,"Multiple pregnancy",6227,"Hyperemesis gravidarum",4,"Risk factor","is a risk factor for","has risk factors",False,False
2670,3661,"Diabetes mellitus type 2",6234,Hyperglycaemia,2,Cause-effect,"may cause","may be caused by",False,False
21057,22543,Meningoencephalitis,6314,Galactorrhoea-Hyperprolactinaemia,2,Cause-effect,"may cause","may be caused by",False,False
8938,12375,Splenomegaly,6323,Hypersplenism,2,Cause-effect,"may cause","may be caused by",False,False
2671,3661,"Diabetes mellitus type 2",6330,"Hypertension, systemic",2,Cause-effect,"may cause","may be caused by",False,False
6488,8937,"Neurofibromatosis type 1",6330,"Hypertension, systemic",2,Cause-effect,"may cause","may be caused by",False,False
7398,10220,"Polyarteritis nodosa",6330,"Hypertension, systemic",2,Cause-effect,"may cause","may be caused by",False,False
9547,13184,"Toxic nodular goitre",6348,Hyperthyroidism,2,Cause-effect,"may cause","may be caused by",False,False
2403,3303,Cyclophosphamide,6426,Hypogammaglobulinaemia,2,Cause-effect,"may cause","may be caused by",False,False
37444,6155,"X-linked hyperimmunoglobulin M syndrome",6426,Hypogammaglobulinaemia,2,Cause-effect,"may cause","may be caused by",False,False
8835,12214,"Intestinal lymphangiectasia",6426,Hypogammaglobulinaemia,2,Cause-effect,"may cause","may be caused by",False,False
3926,5447,"Growth hormone deficiency (congenital)",6431,Hypoglycaemia,2,Cause-effect,"may cause","may be caused by",False,False
5147,7091,"Kallmann syndrome",6444,"Hypogonadotrophic hypogonadism",2,Cause-effect,"may cause","may be caused by",False,False
3265,4529,"Etacrynic acid",6445,Hypokalaemia,2,Cause-effect,"may cause","may be caused by",False,False
3266,4529,"Etacrynic acid",6483,Hyponatraemia,2,Cause-effect,"may cause","may be caused by",False,False
2796,3840,Dipyridamole,6539,Hypotension,2,Cause-effect,"may cause","may be caused by",False,False
9161,12668,Sulphonamides,6539,Hypotension,2,Cause-effect,"may cause","may be caused by",False,False
5023,6933,"Iodine deficiency",6558,Hypothyroidism,2,Cause-effect,"may cause","may be caused by",False,False
20456,1090,"Atrial septal defect (ostium primum)",6623,"Respiratory failure",2,Cause-effect,"may cause","may be caused by",False,False
1234,1684,Bronchiectasis,6623,"Respiratory failure",2,Cause-effect,"may cause","may be caused by",False,False
42720,3661,"Diabetes mellitus type 2",6677,"Intermediate density lipoprotein levels raised (plasma or serum)",2,Cause-effect,"may cause","may be caused by",False,False
47302,11841,"Sarcoptes scabiei",6753,Impetigo,4,"Risk factor","is a risk factor for","has risk factors",False,False
3114,4283,Endometritis,6847,"Intermenstrual PV bleed",2,Cause-effect,"may cause","may be caused by",False,False
7063,9748,"Pelvic inflammatory disease",6847,"Intermenstrual PV bleed",2,Cause-effect,"may cause","may be caused by",False,False
9581,13223,"Toxoplasma, congenital",6890,"Intrauterine death",2,Cause-effect,"may cause","may be caused by",False,False
25274,13223,"Toxoplasma, congenital",6895,"Intrauterine growth retardation",2,Cause-effect,"may cause","may be caused by",False,False
11046,2975,"Colorectal cancer",6913,"Intususception of intestine",2,Cause-effect,"may cause","may be caused by",False,False
10472,749,"Anorexia nervosa",7298,"Laxative abuse",6,Association,"is associated with","is associated with",True,False
2672,3661,"Diabetes mellitus type 2",7306,"Low density lipoprotein levels raised (serum or plasma)",2,Cause-effect,"may cause","may be caused by",False,False
815,1090,"Atrial septal defect (ostium primum)",7351,"Left QRS axis deviation",2,Cause-effect,"may cause","may be caused by",False,False
7399,10220,"Polyarteritis nodosa",7546,"Livedo reticularis",2,Cause-effect,"may cause","may be caused by",False,False
2164,2975,"Colorectal cancer",7565,"Liver metastases",2,Cause-effect,"may cause","may be caused by",False,False
8836,12214,"Intestinal lymphangiectasia",7677,Lymphocytopenia,2,Cause-effect,"may cause","may be caused by",False,False
8837,12214,"Intestinal lymphangiectasia",7698,"Malabsorption syndrome",2,Cause-effect,"may cause","may be caused by",False,False
10572,1460,"Blood transfusion and complications",7728,Malaria,18,Vector,"is a vector for","is vector borne by",False,False
39439,3303,Cyclophosphamide,7772,"Male infertility",2,Cause-effect,"may cause","may be caused by",False,False
5148,7091,"Kallmann syndrome",7772,"Male infertility",2,Cause-effect,"may cause","may be caused by",False,False
7275,10041,Pilocarpine,8243,"Pupillary constriction",2,Cause-effect,"may cause","may be caused by",False,False
816,1090,"Atrial septal defect (ostium primum)",8275,"Mitral valve incompetence",2,Cause-effect,"may cause","may be caused by",False,False
2673,3661,"Diabetes mellitus type 2",8346,"Mononeuritis multiplex",2,Cause-effect,"may cause","may be caused by",False,False
7400,10220,"Polyarteritis nodosa",8346,"Mononeuritis multiplex",2,Cause-effect,"may cause","may be caused by",False,False
21351,805,"Dissecting aortic aneurysm",8664,"Myocardial infarction",2,Cause-effect,"may cause","may be caused by",False,False
11181,10220,"Polyarteritis nodosa",8664,"Myocardial infarction",2,Cause-effect,"may cause","may be caused by",False,False
37956,6330,"Hypertension, systemic",8664,"Myocardial infarction",4,"Risk factor","is a risk factor for","has risk factors",False,False
9162,12668,Sulphonamides,8716,Myocarditis,2,Cause-effect,"may cause","may be caused by",False,False
2165,2975,"Colorectal cancer",8817,"Nausea and vomiting",2,Cause-effect,"may cause","may be caused by",False,False
2404,3303,Cyclophosphamide,8817,"Nausea and vomiting",2,Cause-effect,"may cause","may be caused by",False,False
2797,3840,Dipyridamole,8817,"Nausea and vomiting",2,Cause-effect,"may cause","may be caused by",False,False
6064,8375,"Altitude sickness, acute",8817,"Nausea and vomiting",2,Cause-effect,"may cause","may be caused by",False,False
8627,11908,"Motion sickness",8817,"Nausea and vomiting",2,Cause-effect,"may cause","may be caused by",False,False
11201,10049,"Pituitary apoplexy",8863,"Nelson syndrome",2,Cause-effect,"may cause","may be caused by",False,False
9582,13223,"Toxoplasma, congenital",8881,"Neonatal jaundice",2,Cause-effect,"may cause","may be caused by",False,False
11647,14025,"WAGR syndrome",8896,Nephroblastoma,4,"Risk factor","is a risk factor for","has risk factors",False,False
5745,7915,"Medullary sponge kidney",8902,Nephrocalcinosis,2,Cause-effect,"may cause","may be caused by",False,False
27016,6155,"X-linked hyperimmunoglobulin M syndrome",8994,Neutropenia,2,Cause-effect,"may cause","may be caused by",False,False
9163,12668,Sulphonamides,8994,Neutropenia,2,Cause-effect,"may cause","may be caused by",False,False
6065,8375,"Altitude sickness, acute",9148,Oedema,2,Cause-effect,"may cause","may be caused by",False,False
10374,22543,Meningoencephalitis,9201,"Oligoclonal bands (CSF)",2,Cause-effect,"may cause","may be caused by",False,False
6489,8937,"Neurofibromatosis type 1",9252,"Orbital mass",2,Cause-effect,"may cause","may be caused by",False,False
7401,10220,"Polyarteritis nodosa",9266,"Brain failure",2,Cause-effect,"may cause","may be caused by",False,False
8579,11845,"Juvenile osteochondrosis of spine",9320,Osteochondritis,2,Cause-effect,"may cause","may be caused by",False,False
817,1090,"Atrial septal defect (ostium primum)",9475,"P pulmonale",2,Cause-effect,"may cause","may be caused by",False,False
1417,1964,Capsaicin,9503,Pain,2,Cause-effect,"may cause","may be caused by",False,False
23550,16537,"Chest pain",9503,Pain,3,"Cause-effect child-parent (subtype)","is a subtype of","has subtype(s)",False,True
3692,5115,"Gastric ulcer",9539,"Pancreatitis, acute",2,Cause-effect,"may cause","may be caused by",False,False
43296,10220,"Polyarteritis nodosa",9539,"Pancreatitis, acute",2,Cause-effect,"may cause","may be caused by",False,False
30471,3661,"Diabetes mellitus type 2",9572,"Papillary necrosis",2,Cause-effect,"may cause","may be caused by",False,False
24926,11845,"Juvenile osteochondrosis of spine",9720,"Pathological fracture",2,Cause-effect,"may cause","may be caused by",False,False
20525,805,"Dissecting aortic aneurysm",9820,Pericarditis,2,Cause-effect,"may cause","may be caused by",False,False
7402,10220,"Polyarteritis nodosa",9820,Pericarditis,2,Cause-effect,"may cause","may be caused by",False,False
6490,8937,"Neurofibromatosis type 1",9850,"Peripheral neuropathy",2,Cause-effect,"may cause","may be caused by",False,False
52693,10220,"Polyarteritis nodosa",9850,"Peripheral neuropathy",2,Cause-effect,"may cause","may be caused by",False,False
669,885,Appendicitis,9860,Peritonitis,2,Cause-effect,"may cause","may be caused by",False,False
2166,2975,"Colorectal cancer",9860,Peritonitis,2,Cause-effect,"may cause","may be caused by",False,False
34999,6733,Imipramine,9933,Phenelzine,12,Interaction,"interacts with","interacts with",True,False
11315,8397,"Multiple pregnancy",10098,"Placenta praevia",4,"Risk factor","is a risk factor for","has risk factors",False,False
1235,1684,Bronchiectasis,10166,Pneumonia,2,Cause-effect,"may cause","may be caused by",False,False
5513,7607,"Lung abscess",10195,Pneumothorax,2,Cause-effect,"may cause","may be caused by",False,False
11354,8397,"Multiple pregnancy",10425,"Postpartum haemorrhage",4,"Risk factor","is a risk factor for","has risk factors",False,False
818,1090,"Atrial septal defect (ostium primum)",10477,"Atrioventricular node conduction block",2,Cause-effect,"may cause","may be caused by",False,False
11161,8397,"Multiple pregnancy",10494,Pre-eclampsia,4,"Risk factor","is a risk factor for","has risk factors",False,False
6491,8937,"Neurofibromatosis type 1",10519,"Precocious puberty",2,Cause-effect,"may cause","may be caused by",False,False
2405,3303,Cyclophosphamide,10703,"Red cell production reduced",2,Cause-effect,"may cause","may be caused by",False,False
7403,10220,"Polyarteritis nodosa",10703,"Red cell production reduced",2,Cause-effect,"may cause","may be caused by",False,False
11500,12214,"Intestinal lymphangiectasia",10811,"Protein losing enteropathy",2,Cause-effect,"may cause","may be caused by",False,False
2675,3661,"Diabetes mellitus type 2",10825,"Proximal muscle weakness",2,Cause-effect,"may cause","may be caused by",False,False
9165,12668,Sulphonamides,10988,"Pulmonary eosinophilia",2,Cause-effect,"may cause","may be caused by",False,False
819,1090,"Atrial septal defect (ostium primum)",10998,"Pulmonary hypertension",2,Cause-effect,"may cause","may be caused by",False,False
1236,1684,Bronchiectasis,10998,"Pulmonary hypertension",2,Cause-effect,"may cause","may be caused by",False,False
6066,8375,"Altitude sickness, acute",11017,"Pulmonary oedema",2,Cause-effect,"may cause","may be caused by",False,False
11418,5115,"Gastric ulcer",11060,"Pyloric stenosis (adult / acquired)",2,Cause-effect,"may cause","may be caused by",False,False
5514,7607,"Lung abscess",11080,"Pyrexia of unknown origin",2,Cause-effect,"may cause","may be caused by",False,False
7404,10220,"Polyarteritis nodosa",11080,"Pyrexia of unknown origin",2,Cause-effect,"may cause","may be caused by",False,False
9446,13043,"Thrombophlebitis (superficial)",11080,"Pyrexia of unknown origin",2,Cause-effect,"may cause","may be caused by",False,False
8876,12281,Sotalol,11104,"QT lengthening",2,Cause-effect,"may cause","may be caused by",False,False
2167,2975,"Colorectal cancer",11193,"Rectovesical fistula",2,Cause-effect,"may cause","may be caused by",False,False
11420,805,"Dissecting aortic aneurysm",11200,"Laryngeal nerve palsy",2,Cause-effect,"may cause","may be caused by",False,False
19682,8937,"Neurofibromatosis type 1",11255,"Renal artery stenosis",2,Cause-effect,"may cause","may be caused by",False,False
2688,3661,"Diabetes mellitus type 2",11288,"Renal failure, chronic",2,Cause-effect,"may cause","may be caused by",False,False
5746,7915,"Medullary sponge kidney",11288,"Renal failure, chronic",2,Cause-effect,"may cause","may be caused by",False,False
5747,7915,"Medullary sponge kidney",11346,Nephrolithiasis,2,Cause-effect,"may cause","may be caused by",False,False
6492,8937,"Neurofibromatosis type 1",11416,"Retinal pathology",2,Cause-effect,"may cause","may be caused by",False,False
9348,12892,Tamoxifen,11416,"Retinal pathology",2,Cause-effect,"may cause","may be caused by",False,False
12081,2364,"Cherry red spot on macula",11416,"Retinal pathology",3,"Cause-effect child-parent (subtype)","is a subtype of","has subtype(s)",False,True
11448,6330,"Hypertension, systemic",11421,"Retinal vein thrombosis",4,"Risk factor","is a risk factor for","has risk factors",False,False
621,805,"Dissecting aortic aneurysm",11455,"Retroperitoneal haemorrhage",2,Cause-effect,"may cause","may be caused by",False,False
35185,11657,Ritonavir,11603,Rifampicin,12,Interaction,"interacts with","interacts with",True,False
820,1090,"Atrial septal defect (ostium primum)",11620,"Right bundle branch block",2,Cause-effect,"may cause","may be caused by",False,False
821,1090,"Atrial septal defect (ostium primum)",11623,"Right ventricular hypertrophy",2,Cause-effect,"may cause","may be caused by",False,False
1237,1684,Bronchiectasis,11623,"Right ventricular hypertrophy",2,Cause-effect,"may cause","may be caused by",False,False
5748,7915,"Medullary sponge kidney",11673,"Hypokalaemic distal renal tubular acidosis",2,Cause-effect,"may cause","may be caused by",False,False
2677,3661,"Diabetes mellitus type 2",11705,"Hyperkalaemic distal renal tubular acidosis",2,Cause-effect,"may cause","may be caused by",False,False
35069,6733,Imipramine,11927,Selegiline,12,Interaction,"interacts with","interacts with",True,False
